time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),label_guodu,label_start
135.615,-0.335,-0.0386,1.877,59.9976,8.2397,31.3721,1,0
135.62,-0.3433,-0.0137,1.8501,65.7959,1.5869,36.8042,1,0
135.625,-0.3403,0.0098,1.8198,70.9839,-6.1035,42.4805,1,0
135.63,-0.332,0.0205,1.7896,75.8057,-14.5264,48.2788,1,0
135.635,-0.3164,0.0322,1.7554,80.1392,-22.7051,53.4058,1,0
135.64,-0.3013,0.0513,1.7158,83.9844,-30.7617,58.5327,1,0
135.645,-0.2798,0.0806,1.6836,86.9751,-39.2456,63.2324,1,0
135.65,-0.2495,0.1201,1.6602,89.2944,-47.1191,67.3828,1,0
135.655,-0.2178,0.1548,1.6416,91.0034,-54.0771,70.4956,1,0
135.66,-0.1802,0.1841,1.6338,92.5293,-60.6079,72.6318,1,0
135.665,-0.1479,0.2124,1.6284,94.2993,-65.7349,73.4863,1,0
135.67,-0.1108,0.2368,1.623,96.0693,-69.7021,73.6084,1,0
135.675,-0.0859,0.2866,1.5786,97.4731,-73.9746,72.3877,1,0
135.68,-0.0566,0.3174,1.5391,97.229,-79.0405,69.7021,1,0
135.685,-0.0137,0.2715,1.5884,94.7876,-74.2798,67.1997,1,0
135.69,-0.0117,0.2246,1.6069,94.4214,-69.7632,65.6128,1,0
135.695,-0.0083,0.1899,1.6089,95.5811,-69.2139,63.4155,1,0
135.7,0.0044,0.1924,1.5737,95.3369,-65.0635,61.8286,1,0
135.705,0.0313,0.2178,1.5669,94.1772,-54.4434,60.1196,1,0
135.71,0.0117,0.2466,1.5166,91.1865,-44.0674,58.8379,1,0
135.715,0.0024,0.269,1.4658,87.7686,-37.4146,57.8613,1,0
135.72,0.0088,0.2827,1.436,82.5806,-29.2969,57.5562,1,0
135.725,0.0083,0.2861,1.3965,76.355,-17.1509,57.9224,1,0
135.73,-0.0088,0.2842,1.3418,69.397,-6.4697,58.4106,1,0
135.735,-0.0137,0.2905,1.3169,62.3779,1.8921,59.6313,1,0
135.74,-0.0034,0.3018,1.3149,54.9927,12.3901,60.73,1,0
135.745,-0.0054,0.3149,1.2988,47.9126,24.292,62.0728,1,0
135.75,-0.0059,0.3208,1.3022,40.9546,35.7666,63.4155,1,0
135.755,0.0146,0.314,1.3145,34.4849,46.875,64.8193,1,0
135.76,0.0249,0.3047,1.3159,28.8086,58.0444,65.7959,1,0
135.765,0.0376,0.3003,1.312,24.0479,70.3735,66.1011,1,0
135.77,0.0444,0.2949,1.2886,19.7754,82.2144,66.1011,1,0
135.775,0.0586,0.2871,1.2622,16.1133,91.5527,65.8569,1,0
135.78,0.0669,0.2822,1.2319,12.7563,100.769,65.1245,1,0
135.785,0.0693,0.2686,1.1836,9.8267,107.8491,64.0869,1,0
135.79,0.0669,0.2495,1.1235,7.9956,112.2437,62.6221,1,0
135.795,0.0645,0.2329,1.064,5.9814,113.9526,60.9131,1,0
135.8,0.0596,0.2236,1.0117,4.3945,114.3799,59.082,1,0
135.805,0.0498,0.2168,0.9634,3.1128,111.3281,57.4341,1,0
135.81,0.042,0.2119,0.9106,2.2583,105.4077,56.2134,1,0
135.815,0.0327,0.2041,0.8628,1.77,98.2666,54.9316,1,0
135.82,0.0254,0.1875,0.8184,1.0986,88.562,53.2227,1,0
135.825,0.0205,0.1729,0.7935,1.3428,77.0264,51.3306,1,0
135.83,0.0146,0.1577,0.7793,2.6245,64.1479,48.8892,1,0
135.835,0.0146,0.1426,0.7705,4.2725,50.6592,46.2036,1,0
135.84,0.0103,0.1255,0.7695,6.1035,37.0483,43.457,1,0
135.845,0.0063,0.1113,0.7666,8.3618,23.3765,40.5884,1,0
135.85,0.0015,0.1011,0.7671,10.9253,9.8267,37.7197,1,0
135.855,0.0049,0.0933,0.77,13.6108,-2.9297,34.8511,1,0
135.86,0.0044,0.0708,0.7617,15.625,-13.3667,32.2266,1,0
135.865,0.0029,0.0498,0.7603,17.1509,-24.4751,29.8462,1,0
135.87,0.0063,0.0366,0.7544,18.2495,-34.79,28.0151,1,0
135.875,0.0171,0.0288,0.7651,18.8599,-44.0063,26.1841,1,0
135.88,0.0317,0.019,0.7891,18.6768,-50.354,24.5972,1,0
135.885,0.0498,0.0093,0.8291,18.1885,-54.1382,22.8882,1,0
135.89,0.0625,-0.002,0.8726,17.6392,-55.4199,21.2402,1,0
135.895,0.0752,-0.0259,0.9209,16.9678,-53.772,20.5078,1,0
135.9,0.0859,-0.0459,0.9541,16.6626,-49.9268,19.8364,1,0
135.905,0.0952,-0.0537,0.9712,16.8457,-44.4946,19.8364,1,0
135.91,0.1104,-0.0562,0.9697,17.5171,-38.8184,19.4702,1,0
135.915,0.1279,-0.0601,0.9634,18.2495,-32.959,18.8599,1,0
135.92,0.1323,-0.042,0.8975,20.1416,-28.1982,18.3105,1,0
135.925,0.1543,-0.0005,0.8545,21.9727,-26.4893,16.3574,1,0
135.93,0.1748,0.0073,0.8091,24.0479,-25.2075,13.7939,1,0
135.935,0.1821,0.0205,0.7275,26.4282,-26.062,10.9863,1,0
135.94,0.2021,0.0093,0.6694,29.9683,-32.3486,7.0801,1,0
135.945,0.2144,-0.0127,0.6025,33.02,-39.1846,2.6855,1,0
135.95,0.2178,-0.0278,0.5332,34.4238,-47.8516,-1.8311,1,0
135.955,0.2256,-0.0596,0.4912,35.0952,-56.8848,-5.9204,1,0
135.96,0.2441,-0.0884,0.4692,34.668,-67.5659,-9.9487,1,0
135.965,0.2588,-0.1167,0.4819,34.3628,-78.064,-14.4043,1,0
135.97,0.2715,-0.1377,0.4971,33.9355,-85.8765,-18.7988,1,0
135.975,0.2871,-0.1416,0.521,33.2642,-92.8955,-22.8271,1,0
135.98,0.3008,-0.127,0.5566,32.5928,-98.2666,-26.7334,1,0
135.985,0.3188,-0.1099,0.6055,32.1045,-100.8301,-30.6396,1,0
135.99,0.335,-0.0835,0.644,31.5552,-100.2197,-34.8511,1,0
135.995,0.3418,-0.0547,0.6709,30.7617,-97.6563,-38.8184,1,0
136,0.354,-0.0396,0.6968,30.2734,-94.1162,-42.8467,1,0
136.005,0.3643,-0.0425,0.7061,29.6021,-88.7451,-46.7529,1,0
136.01,0.3735,-0.0566,0.7183,29.2969,-82.3364,-51.5137,1,0
136.015,0.376,-0.0791,0.7095,29.1748,-75.5615,-56.2744,1,0
136.02,0.3687,-0.1074,0.6973,29.0527,-69.2749,-61.2183,1,0
136.025,0.3574,-0.126,0.6748,28.7476,-63.4155,-65.5518,1,0
136.03,0.3511,-0.1313,0.6475,28.3813,-58.7769,-69.7632,1,0
136.035,0.3359,-0.1528,0.623,27.0386,-54.0771,-72.937,1,0
136.04,0.3291,-0.167,0.6055,26.4282,-50.7202,-75.8667,1,0
136.045,0.3086,-0.1777,0.5718,26.123,-49.2554,-78.6743,1,0
136.05,0.2925,-0.1821,0.5439,26.3672,-49.6826,-81.2378,1,0
136.055,0.2783,-0.186,0.5176,26.4282,-51.0864,-83.4961,1,0
136.06,0.2573,-0.1816,0.4985,26.2451,-53.6499,-85.5713,1,0
136.065,0.2305,-0.1875,0.499,25.8789,-56.8237,-86.9141,1,0
136.07,0.2129,-0.1875,0.5176,26.123,-59.8145,-88.1348,1,0
136.075,0.1899,-0.1885,0.5474,26.7334,-62.0117,-88.501,1,0
136.08,0.1675,-0.1802,0.5747,27.5269,-63.1714,-88.3179,1,0
136.085,0.1504,-0.1636,0.5908,28.5034,-63.4766,-87.2803,1,0
136.09,0.1392,-0.1392,0.6021,29.541,-62.9272,-85.8154,1,0
136.095,0.1255,-0.1133,0.5977,30.2734,-61.7065,-83.9844,1,0
136.1,0.1162,-0.0879,0.5923,31.189,-60.3027,-82.0923,1,0
136.105,0.1084,-0.0693,0.585,31.7383,-58.7769,-80.3223,1,0
136.11,0.0991,-0.0615,0.5737,32.2876,-57.5562,-78.4912,1,0
136.115,0.0898,-0.0562,0.5703,32.6538,-56.4575,-76.2939,1,0
136.12,0.0806,-0.0547,0.5679,32.8979,-54.8706,-73.7915,1,0
136.125,0.0723,-0.0508,0.5625,33.2031,-53.0396,-70.9839,1,0
136.13,0.0635,-0.0444,0.5542,33.3252,-51.6968,-67.8711,1,0
136.135,0.0557,-0.0308,0.54,33.02,-49.9878,-64.3921,1,0
136.14,0.0522,-0.02,0.5361,31.7383,-47.7295,-60.6689,1,0
136.145,0.0464,-0.0078,0.5371,29.8462,-44.0063,-56.8237,1,0
136.15,0.041,0.0039,0.542,27.2217,-39.7339,-52.7954,0,0
136.155,0.0361,0.0176,0.5576,24.292,-34.79,-48.4009,0,0
136.16,0.0376,0.0337,0.5723,21.2402,-29.1138,-43.457,0,0
136.165,0.0396,0.0552,0.5884,18.2495,-22.3389,-38.7573,0,0
136.17,0.0454,0.0708,0.604,15.0757,-14.5874,-33.8745,0,0
136.175,0.0503,0.0864,0.6216,12.0239,-6.1035,-29.1138,0,0
136.18,0.0645,0.1025,0.6323,9.2163,2.7466,-24.5361,0,0
136.185,0.084,0.1323,0.6333,6.5918,11.6577,-19.9585,0,0
136.19,0.1055,0.1577,0.6245,3.8452,19.9585,-16.2354,0,0
136.195,0.1299,0.1807,0.6113,0.9766,27.3438,-13.3057,0,0
136.2,0.1504,0.1875,0.5933,-1.6479,33.9355,-11.4136,0,0
136.205,0.166,0.1973,0.5732,-3.8452,38.4521,-10.498,0,0
136.21,0.1787,0.2061,0.5615,-5.6763,41.3818,-10.1929,0,0
136.215,0.1899,0.2119,0.5586,-7.3853,43.2129,-10.376,0,0
136.22,0.1904,0.2148,0.5488,-8.9722,43.6401,-10.7422,0,0
136.225,0.1851,0.2197,0.5439,-10.376,42.9688,-11.3525,0,0
136.23,0.1743,0.2207,0.5474,-11.6577,41.0767,-11.7188,0,0
136.235,0.1606,0.2163,0.5522,-12.8174,38.3301,-11.4136,0,0
136.24,0.1465,0.2222,0.5552,-13.4277,34.6069,-10.8643,0,0
136.245,0.1328,0.2212,0.5576,-14.0381,29.6021,-9.8267,0,0
136.25,0.123,0.2266,0.5635,-14.2212,23.7427,-8.3618,0,0
136.255,0.1191,0.2393,0.5742,-14.9536,17.5171,-6.5918,0,0
136.26,0.1167,0.2515,0.5918,-15.4419,10.8643,-4.7607,0,0
136.265,0.1191,0.2539,0.6138,-15.7471,3.9673,-3.3569,0,0
136.27,0.1245,0.2559,0.6494,-16.2964,-2.5024,-1.8311,0,0
136.275,0.1377,0.2642,0.6958,-16.3574,-7.8125,-0.3662,0,0
136.28,0.1465,0.2744,0.7397,-16.0522,-12.3291,0.6104,0,0
136.285,0.1631,0.2827,0.7856,-15.625,-15.9302,1.6479,0,0
136.29,0.1807,0.2896,0.8325,-15.4419,-18.1274,2.1973,0,0
136.295,0.1992,0.2988,0.8823,-15.0757,-18.4937,2.1973,0,0
136.3,0.2148,0.3018,0.9326,-14.0381,-17.7612,1.4648,0,0
136.305,0.2256,0.2964,0.9756,-12.6953,-16.1133,0.4272,0,0
136.31,0.229,0.292,1.0181,-10.9863,-12.6953,-0.9155,0,0
136.315,0.231,0.2871,1.0488,-9.2773,-8.606,-2.1973,0,0
136.32,0.2256,0.2754,1.0679,-6.6528,-4.1504,-3.6011,0,0
136.325,0.2168,0.2651,1.0718,-4.0283,0,-5.127,0,0
136.33,0.2036,0.2642,1.064,-1.0986,4.1504,-6.7749,0,0
136.335,0.1855,0.2568,1.0459,1.709,7.9956,-8.3618,0,0
136.34,0.1602,0.249,1.0308,4.5166,11.0474,-9.5825,0,0
136.345,0.1392,0.2363,1.0171,7.3853,13.4277,-10.376,0,0
136.35,0.1143,0.2295,0.9985,10.1318,15.3198,-10.437,0,0
136.355,0.0894,0.2207,0.9819,13.0005,17.0288,-10.1318,0,0
136.36,0.0723,0.2251,0.9634,15.564,18.7378,-9.1553,0,0
136.365,0.0449,0.2192,0.9351,17.9443,20.1416,-7.6294,0,0
136.37,0.0273,0.2144,0.9077,19.8364,21.2402,-5.3101,0,0
136.375,0.0093,0.2075,0.8711,21.6675,21.9116,-2.4414,0,0
136.38,-0.0059,0.2124,0.8335,23.0713,21.7896,0.7935,0,0
136.385,-0.0181,0.2075,0.792,23.9868,21.3013,4.6387,0,0
136.39,-0.0195,0.2129,0.7544,24.5972,20.874,8.4839,0,0
136.395,-0.022,0.21,0.7183,24.5361,20.3857,12.4512,0,0
136.4,-0.021,0.2007,0.6875,24.292,19.5313,16.2354,0,0
136.405,-0.019,0.1978,0.6514,23.6816,18.7378,19.8364,0,0
136.41,-0.0137,0.1909,0.6084,22.583,17.5171,23.3154,0,0
136.415,-0.0068,0.1802,0.5718,20.6299,16.3574,26.5503,0,0
136.42,0.0039,0.1689,0.5342,18.6768,15.4419,29.48,0,0
136.425,0.0132,0.1611,0.5068,16.3574,13.855,31.6772,0,0
136.43,0.0249,0.1436,0.4883,14.2212,12.5122,33.3252,0,0
136.435,0.0308,0.1372,0.4678,12.3901,11.1084,34.3018,0,0
136.44,0.0337,0.1357,0.4541,10.9253,9.9487,34.668,0,0
136.445,0.0327,0.1357,0.4375,9.5215,9.2773,34.79,0,0
136.45,0.0381,0.1328,0.4258,7.6294,8.9111,34.668,0,0
136.455,0.0313,0.123,0.4189,6.6528,9.2773,34.3628,0,0
136.46,0.0249,0.1069,0.4072,5.7983,9.7046,34.2407,0,0
136.465,0.0107,0.0938,0.3916,5.6763,9.5825,33.8135,0,0
136.47,0.0024,0.0825,0.3745,5.6763,9.3994,33.5083,0,0
136.475,-0.001,0.0732,0.3623,5.7373,10.9253,33.6914,0,0
136.48,-0.0171,0.0659,0.3423,5.188,12.5122,33.9966,0,0
136.485,-0.0327,0.0522,0.3169,4.8218,13.3057,34.8511,0,0
136.49,-0.0469,0.0298,0.3027,4.3335,14.4653,36.438,0,0
136.495,-0.0562,0.0156,0.2803,3.2959,16.6016,38.8184,0,0
136.5,-0.0615,0.0034,0.2554,2.0142,19.3481,42.1143,0,0
136.505,-0.0771,-0.0044,0.2241,0,21.3623,46.4478,0,0
136.51,-0.0488,-0.02,0.1943,-2.2583,23.4375,49.6216,0,0
136.515,-0.0303,-0.0244,0.168,-5.0659,26.2451,53.7109,0,0
136.52,-0.0142,-0.0259,0.1299,-8.7891,28.9307,57.0679,0,0
136.525,0.0005,-0.0283,0.0947,-12.5122,30.7007,59.8755,0,0
136.53,0.0195,-0.0283,0.0625,-16.4795,31.25,62.1948,0,0
136.535,0.04,-0.0356,0.0405,-20.813,31.6162,64.4531,0,0
136.54,0.0601,-0.0513,0.0239,-25.2075,32.0435,65.8569,0,0
136.545,0.0757,-0.0737,0.0088,-29.9683,31.8604,66.8335,0,0
136.55,0.0884,-0.0981,-0.0015,-33.9966,30.4565,67.4438,0,0
136.555,0.0962,-0.1313,-0.0146,-36.9873,27.71,67.1997,0,0
136.56,0.0991,-0.1582,-0.0322,-39.0625,23.0713,66.5894,0,0
136.565,0.1045,-0.1797,-0.062,-41.1987,16.0522,65.7349,0,0
136.57,0.1128,-0.187,-0.0718,-42.7246,8.4229,64.3311,0,0
136.575,0.1143,-0.2046,-0.0684,-44.6777,1.2817,62.6831,0,0
136.58,0.1074,-0.2222,-0.0522,-46.5088,-6.7139,61.0352,0,0
136.585,0.1025,-0.252,-0.0029,-48.0957,-14.2822,59.7534,0,0
136.59,0.0952,-0.2637,0.0503,-49.1333,-20.0806,59.3872,0,0
136.595,0.0835,-0.2427,0.1035,-49.4385,-25.0854,59.5093,0,0
136.6,0.0752,-0.2095,0.1445,-49.0723,-28.8086,60.4858,0,0
136.605,0.0581,-0.1875,0.1626,-49.0112,-30.5176,62.3779,0,0
136.61,0.0439,-0.1641,0.146,-50.5371,-33.2031,64.8804,0,0
136.615,0.0742,-0.1646,0.1816,-52.9785,-32.7148,68.2373,0,0
136.62,0.0854,-0.165,0.1758,-55.542,-29.2969,71.5332,0,0
136.625,0.0986,-0.1816,0.1543,-58.1055,-30.5176,74.2798,0,0
136.63,0.1362,-0.2046,0.1509,-59.9976,-33.2031,76.2939,0,0
136.635,0.1768,-0.209,0.1426,-63.4155,-34.3018,77.5146,0,0
136.64,0.2148,-0.2192,0.1499,-68.6035,-33.6914,77.7588,0,0
136.645,0.2515,-0.2471,0.1792,-74.4019,-33.0811,76.7822,0,0
136.65,0.2808,-0.2944,0.2393,-80.8105,-32.5317,75.1953,0,0
136.655,0.3208,-0.3418,0.333,-86.6699,-30.0293,72.5708,0,0
136.66,0.3545,-0.3745,0.4492,-92.5903,-24.1699,69.397,0,0
136.665,0.3774,-0.3823,0.5591,-96.9849,-15.4419,65.6738,0,0
136.67,0.3926,-0.3506,0.6592,-99.7314,-5.6152,61.1572,0,0
136.675,0.4004,-0.2803,0.7271,-100.647,4.3945,55.8472,0,0
136.68,0.4019,-0.1899,0.7612,-101.5625,15.3198,49.9268,0,0
136.685,0.3955,-0.124,0.7681,-103.0273,27.5269,44.0063,0,0
136.69,0.3672,-0.1099,0.7471,-104.7363,38.147,38.5742,0,0
136.695,0.3271,-0.145,0.6973,-105.1636,43.9453,33.6914,0,0
136.7,0.3013,-0.1821,0.6304,-104.7363,45.105,29.2969,0,0
136.705,0.2778,-0.1953,0.5459,-104.9805,42.4194,25.3296,0,0
136.71,0.2622,-0.2012,0.4819,-107.2388,37.4146,21.2402,0,0
136.715,0.2412,-0.2236,0.4507,-112.1826,30.3345,17.7612,0,0
136.72,0.2266,-0.2925,0.4731,-118.7134,22.1558,14.6484,0,0
136.725,0.2104,-0.3613,0.5273,-125.7935,14.0991,13.0615,0,0
136.73,0.2114,-0.4385,0.6606,-134.0332,7.8125,12.4512,0,0
136.735,0.2139,-0.4946,0.8223,-141.4185,5.4932,12.5732,0,0
136.74,0.2236,-0.5415,0.9917,-148.1934,5.249,13.3667,0,0
136.745,0.2476,-0.5498,1.1724,-153.6865,7.6294,13.7939,0,0
136.75,0.2798,-0.5293,1.3193,-156.4941,14.9536,13.3667,0,0
136.755,0.311,-0.4854,1.4341,-158.2642,24.7192,11.5356,0,0
136.76,0.3022,-0.4023,1.5112,-158.4473,33.8745,8.3008,0,0
136.765,0.2959,-0.3267,1.5591,-156.9824,41.687,4.0894,0,0
136.77,0.2935,-0.2686,1.5747,-155.8228,48.5229,-0.6714,0,0
136.775,0.2729,-0.2451,1.5669,-154.9683,54.9927,-5.4321,0,0
136.78,0.2358,-0.2651,1.5469,-154.1138,59.2651,-9.7656,0,0
136.785,0.1899,-0.3022,1.5142,-153.5034,58.0444,-13.0615,0,0
136.79,0.1719,-0.3403,1.5254,-153.3203,55.0537,-14.9536,0,0
136.795,0.1577,-0.3638,1.5518,-153.6255,51.0864,-15.9302,0,0
136.8,0.1431,-0.3896,1.5874,-154.1138,45.0439,-16.2354,0,0
136.805,0.1343,-0.4053,1.6479,-154.9072,37.7808,-15.9302,0,0
136.81,0.1416,-0.4473,1.7393,-156.9214,31.8604,-15.4419,0,0
136.815,0.1494,-0.5024,1.8589,-159.9121,28.2593,-14.8315,0,0
136.82,0.1538,-0.499,1.9663,-161.6211,26.3062,-13.0615,0,0
136.825,0.1704,-0.5078,2.1011,-163.3911,25.8789,-10.498,0,0
136.83,0.2373,-0.4883,2.25,-167.6636,31.0059,-9.2773,0,0
136.835,0.2637,-0.5776,2.4243,-170.166,40.7104,-9.2773,0,0
136.84,0.2822,-0.4033,2.4443,-170.2271,45.8984,-6.5308,0,0
136.845,0.3057,-0.4897,2.6055,-166.3208,64.6362,-7.2632,0,0
136.85,0.3428,-0.437,2.7324,-168.5181,68.2373,-12.5122,0,0
136.855,0.3315,-0.5562,2.791,-156.7993,84.3506,-12.8784,0,0
136.86,0.3408,-0.4287,2.7466,-154.7852,82.7637,-17.9443,0,0
136.865,0.3403,-0.3809,2.8481,-142.334,95.8862,-21.4233,0,0
136.87,0.2822,-0.3926,2.8447,-128.54,91.2476,-23.6816,0,0
136.875,0.2974,-0.4067,2.8452,-115.7227,91.2476,-26.5503,0,0
136.88,0.2412,-0.4287,2.7671,-103.4546,90.21,-28.5645,0,0
136.885,0.1968,-0.4526,2.7056,-89.6606,79.3457,-29.9683,0,0
136.89,0.1743,-0.4536,2.6646,-76.355,66.8945,-30.5786,0,0
136.895,0.1611,-0.439,2.6128,-64.9414,55.7861,-30.5786,0,0
136.9,0.1382,-0.4131,2.5732,-54.9316,42.5415,-29.8462,0,0
136.905,0.1479,-0.374,2.5752,-45.5322,27.3438,-29.2358,0,0
136.91,0.1753,-0.3374,2.6045,-36.8042,14.2822,-29.7241,0,0
136.915,0.1914,-0.2979,2.6284,-28.2593,3.479,-30.7617,0,0
136.92,0.2002,-0.2603,2.6484,-20.1416,-6.8359,-32.1655,0,0
136.925,0.2231,-0.2227,2.6758,-12.5732,-14.7705,-33.8135,0,0
136.93,0.2373,-0.1992,2.7012,-5.4321,-19.8975,-35.7056,0,0
136.935,0.2456,-0.1895,2.7144,2.0142,-24.5361,-38.0859,0,0
136.94,0.2573,-0.1875,2.7285,9.8267,-27.9541,-40.9546,0,0
136.945,0.2598,-0.189,2.7417,17.5781,-29.1138,-44.0063,0,0
136.95,0.2485,-0.1929,2.7441,25.5737,-29.1748,-46.875,0,0
136.955,0.2397,-0.1978,2.7368,33.7524,-28.6255,-49.6826,0,0
136.96,0.2236,-0.1987,2.7217,41.687,-26.9775,-52.6123,0,0
136.965,0.1987,-0.2056,2.6963,49.8047,-24.6582,-55.3589,0,0
136.97,0.1753,-0.2163,2.6641,57.6172,-22.583,-58.0444,0,0
136.975,0.145,-0.228,2.6279,66.04,-19.8364,-60.3027,0,0
136.98,0.1108,-0.2373,2.5859,74.4019,-17.395,-61.9507,0,0
136.985,0.084,-0.2412,2.5376,82.7637,-15.1367,-63.6597,0,0
136.99,0.0601,-0.2427,2.4878,91.4307,-13.2446,-65.2466,0,0
136.995,0.0327,-0.2539,2.4297,100.4028,-11.5967,-66.5283,0,0
137,-0.0039,-0.2622,2.3467,109.2529,-11.8408,-68.2373,0,0
137.005,-0.0327,-0.2764,2.2686,118.1641,-13.0615,-69.6411,0,0
137.01,-0.0596,-0.2822,2.1953,126.4648,-14.3433,-71.167,0,0
137.015,-0.1001,-0.2993,2.1133,134.5825,-16.2964,-72.3267,0,0
137.02,-0.1416,-0.3174,2.0361,142.4561,-19.4702,-73.3032,0,0
137.025,-0.1782,-0.3301,1.9644,150.1465,-23.3765,-73.7305,0,0
137.03,-0.2153,-0.3423,1.8857,157.1655,-27.0386,-73.6694,0,0
137.035,-0.2534,-0.3545,1.8052,163.5132,-31.189,-73.1812,0,0
137.04,-0.2886,-0.3613,1.7334,169.4946,-36.2549,-72.5098,0,0
137.045,-0.3242,-0.3687,1.6709,174.9878,-40.8936,-71.9604,0,0
137.05,-0.3413,-0.374,1.6206,179.7485,-44.7998,-70.4956,0,0
137.055,-0.3604,-0.3799,1.5806,183.5938,-46.4478,-69.0918,0,0
137.06,-0.3833,-0.3853,1.5454,186.8896,-46.6919,-67.0776,0,0
137.065,-0.4053,-0.3843,1.5098,189.5752,-46.814,-65.0024,0,0
137.07,-0.4238,-0.3823,1.4697,191.7725,-45.5322,-62.2559,0,0
137.075,-0.4365,-0.3784,1.4297,192.8711,-42.1753,-59.8145,0,0
137.08,-0.4546,-0.3701,1.3921,193.5425,-37.2314,-56.8237,0,0
137.085,-0.4736,-0.3662,1.3481,193.6035,-31.5552,-53.6499,0,0
137.09,-0.4883,-0.3647,1.314,192.9932,-24.9634,-50.1709,0,0
137.095,-0.5088,-0.3618,1.2695,191.9556,-16.9067,-46.0205,0,0
137.1,-0.5352,-0.3672,1.2173,190.3076,-8.8501,-41.4429,0,0
137.105,-0.5576,-0.3711,1.1548,188.5376,-0.8545,-36.1328,0,0
137.11,-0.5796,-0.3765,1.0938,186.1572,6.8359,-30.4565,0,0
137.115,-0.6016,-0.374,1.0288,183.6548,14.0381,-24.4141,0,0
137.12,-0.625,-0.3735,0.959,180.8472,20.2637,-18.0664,0,0
137.125,-0.646,-0.3687,0.8896,177.7344,25.0244,-11.2915,0,0
137.13,-0.6577,-0.3647,0.8325,174.5605,28.8086,-4.3945,0,0
137.135,-0.6694,-0.3604,0.7808,170.9595,32.0435,2.8076,0,0
137.14,-0.6611,-0.3735,0.7344,167.1753,34.1187,9.1553,0,0
137.145,-0.6787,-0.3643,0.6899,164.0015,35.5225,15.8691,0,0
137.15,-0.6841,-0.3555,0.6455,161.377,36.6821,23.0713,0,0
137.155,-0.6782,-0.3652,0.6064,158.1421,36.5601,29.8462,0,0
137.16,-0.6729,-0.3701,0.5664,155.0903,35.8276,36.1328,0,0
137.165,-0.6592,-0.3691,0.5352,151.6724,35.3394,42.4194,0,0
137.17,-0.6475,-0.3706,0.5117,148.3765,34.5459,48.2788,0,0
137.175,-0.6367,-0.3735,0.4912,145.1416,33.5693,53.5278,0,0
137.18,-0.6211,-0.3765,0.4829,141.7236,33.2031,58.8379,0,0
137.185,-0.606,-0.3848,0.4814,138.1836,33.6914,63.7207,0,0
137.19,-0.5957,-0.3857,0.4727,134.5825,34.729,68.6646,0,0
137.195,-0.5815,-0.3882,0.4653,131.4697,36.1328,73.5474,0,0
137.2,-0.564,-0.3838,0.4565,127.9297,38.0249,78.5522,0,0
137.205,-0.5513,-0.3809,0.4478,124.8169,40.4663,83.252,0,0
137.21,-0.5391,-0.3857,0.4272,121.7041,42.6636,88.1348,0,0
137.215,-0.5283,-0.3848,0.4058,118.9575,44.5557,93.2007,0,0
137.22,-0.5171,-0.3848,0.3789,116.333,46.0205,98.6328,0,0
137.225,-0.5103,-0.3838,0.3472,113.7085,46.936,104.3091,0,0
137.23,-0.4937,-0.3789,0.3081,111.6943,46.7529,109.8022,0,0
137.235,-0.481,-0.373,0.2661,109.4971,45.2881,115.4785,0,0
137.24,-0.46,-0.3667,0.2305,107.2388,43.335,120.9717,0,0
137.245,-0.4351,-0.3687,0.1899,104.7363,40.1611,125.9766,0,0
137.25,-0.4165,-0.3579,0.1533,102.1118,36.377,131.1646,0,0
137.255,-0.3916,-0.3467,0.1201,99.5483,32.1655,136.4746,0,0
137.26,-0.3638,-0.3491,0.0854,97.168,26.9775,141.2964,0,0
137.265,-0.332,-0.3394,0.0605,94.0552,21.6064,146.3623,0,0
137.27,-0.2837,-0.3291,0.0518,90.7593,17.1509,154.2358,0,0
137.275,-0.2642,-0.3584,0.0454,86.792,14.8315,154.9072,0,0
137.28,-0.2349,-0.3228,0.0039,82.7637,7.9346,158.9966,0,0
137.285,-0.1924,-0.354,0.0317,79.1626,3.479,161.8042,0,0
137.29,-0.1597,-0.3013,0.0078,74.9512,0.9766,165.1001,0,0
137.295,-0.1519,-0.3218,0.001,71.4111,-2.5024,165.2832,0,0
137.3,-0.0767,-0.3086,0.0229,66.5894,-6.1035,169.5557,0,0
137.305,-0.0596,-0.3242,0.0332,61.8896,-5.5542,169.3726,0,0
137.31,-0.0264,-0.3286,0.0469,55.7861,-5.127,171.4478,0,0
137.315,-0.0039,-0.335,0.0596,50.6592,-3.479,173.3398,0,0
137.32,0.0254,-0.3447,0.0674,45.2881,-1.8311,174.4995,0,0
137.325,0.0493,-0.3481,0.0879,39.7949,0.8545,176.3916,0,0
137.33,0.0771,-0.3496,0.0933,34.1797,5.6763,178.772,0,0
137.335,0.0986,-0.3589,0.0908,28.1982,10.498,180.9692,0,0
137.34,0.1206,-0.3657,0.0903,22.0947,14.9536,183.2275,0,0
137.345,0.1416,-0.3721,0.0889,15.5029,19.5313,185.6689,0,0
137.35,0.1685,-0.373,0.0894,8.4839,24.4141,188.5986,0,0
137.355,0.1997,-0.373,0.0918,1.0376,29.9683,191.7114,0,0
137.36,0.2241,-0.3823,0.0977,-6.6528,36.9263,194.397,0,0
137.365,0.2354,-0.3804,0.0879,-14.2822,40.3442,197.3877,0,0
