time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s)
141.305,0.0195,-0.0127,1.0063,-1.0986,-2.1973,-4.0283
141.31,0.0176,-0.019,1.0073,-1.3428,-1.3428,-3.9063
141.315,0.0161,-0.021,1.0127,-1.2207,-0.4883,-3.8452
141.32,0.0127,-0.0254,1.0117,-1.3428,0.2441,-3.6621
141.325,0.0156,-0.0278,1.0107,-1.4038,0.7324,-3.7231
141.33,0.0122,-0.0283,1.0103,-1.4648,1.2207,-3.6621
141.335,0.0078,-0.0229,1.0112,-1.5869,1.8921,-3.6011
141.34,0.0073,-0.0239,1.0093,-1.709,2.4414,-3.479
141.345,0.0044,-0.022,1.0039,-1.9531,2.9907,-3.2959
141.35,0.0039,-0.0244,0.998,-2.1973,3.54,-2.9907
141.355,-0.0005,-0.0259,0.9951,-2.7466,4.0283,-2.8687
141.36,-0.0024,-0.0259,0.9873,-3.1738,4.4556,-2.3804
141.365,0.001,-0.0269,0.9883,-3.6011,4.3335,-1.8921
141.37,0.0005,-0.0264,0.9829,-3.8452,4.0894,-1.77
141.375,0.002,-0.0239,0.981,-3.7842,3.418,-1.709
141.38,0.001,-0.0215,0.9829,-3.7842,2.4414,-1.8311
141.385,0.0015,-0.0273,0.9839,-3.6011,1.2817,-1.8311
141.39,0.0024,-0.0322,0.9873,-3.1128,0.1221,-1.9531
141.395,0.0015,-0.0371,0.9917,-2.5024,-1.1597,-2.0752
141.4,0.0024,-0.041,0.9961,-1.8921,-2.5024,-2.0752
141.405,0.0034,-0.0381,0.999,-1.2207,-3.6621,-2.1973
141.41,0,-0.043,0.9985,-0.7324,-4.6387,-2.2583
141.415,0.002,-0.043,1.0083,-0.4272,-5.0049,-2.2583
141.42,-0.0034,-0.0439,1.0146,-0.1221,-4.9438,-2.1973
141.425,-0.001,-0.0356,1.0205,-0.3052,-4.8828,-1.77
141.43,0,-0.0308,1.0254,-0.3662,-3.9673,-1.5259
141.435,0.0005,-0.0278,1.0298,-0.3662,-3.0518,-1.4648
141.44,0.0015,-0.0278,1.0283,-0.4883,-1.4648,-1.2817
141.445,-0.0015,-0.0259,1.0303,-0.6714,-0.2441,-0.9766
141.45,0,-0.0313,1.022,-0.7935,1.0376,-0.7324
141.455,-0.0015,-0.0317,1.0176,-1.1597,2.4414,-0.3662
141.46,0.0005,-0.0298,1.0068,-1.6479,3.1128,-0.3052
141.465,0.0015,-0.0249,1,-1.8311,3.0518,-0.061
141.47,0.0034,-0.0269,0.9893,-2.0752,2.8687,-0.061
141.475,0.0049,-0.0293,0.9814,-1.77,1.77,0
141.48,0.0034,-0.0396,0.9829,-1.6479,0.7935,-0.3662
141.485,0.0039,-0.0405,0.9883,-1.3428,-0.6104,-0.4883
141.49,0.0029,-0.0449,0.9937,-0.8545,-1.6479,-0.4272
141.495,0.0039,-0.0391,1.0039,-0.2441,-2.2583,-0.4272
141.5,0.0005,-0.0396,1.0093,0.1221,-2.6245,-0.3662
141.505,0.0049,-0.0317,1.0107,0.6104,-2.3804,-0.061
141.51,0.0054,-0.0322,1.0078,0.7324,-2.1362,0.1221
141.515,0.0044,-0.0371,1.0034,0.9155,-1.8921,0.2441
141.52,0.0015,-0.0396,0.9907,1.0986,-1.6479,0.6714
141.525,0.0024,-0.0376,0.98,1.2817,-2.0752,0.6714
141.53,0.0039,-0.0352,0.9746,1.0986,-2.3804,0.9155
141.535,0.0073,-0.0215,0.9692,0.9766,-2.9907,0.8545
141.54,0.0073,-0.0186,0.9683,0.7935,-3.7842,0.7935
141.545,0.0093,-0.0234,0.9702,0.4883,-4.2725,0.7935
141.55,0.0156,-0.022,0.979,0.061,-4.5166,0.6104
141.555,0.02,-0.0283,0.9927,-0.1831,-4.5166,0.5493
141.56,0.022,-0.0356,1,-0.2441,-4.0283,0.061
141.565,0.019,-0.0503,1.0078,-0.3052,-3.54,-0.2441
141.57,0.0161,-0.0518,1.0112,0,-2.7466,-0.9155
141.575,0.0166,-0.0386,1.0181,0,-1.4038,-0.6714
141.58,0.0137,-0.0234,1.022,0.7324,-0.3662,-0.8545
141.585,0.0142,-0.021,1.02,1.0376,0.9766,-0.7935
141.59,0.0146,-0.0254,1.0166,1.5869,2.0752,-0.9155
141.595,0.0127,-0.0386,1.0083,2.1362,3.6621,-0.6714
141.6,0.0103,-0.0371,0.9956,2.7466,4.4556,-0.6104
141.605,0.0146,-0.0313,0.9858,3.479,4.8218,-0.4883
141.61,0.0107,-0.0342,0.9683,3.54,4.8218,-0.3662
141.615,0.0117,-0.0288,0.9512,3.9063,4.8218,-0.3662
141.62,0.0132,-0.0337,0.9424,3.9673,4.0283,-0.3052
141.625,0.0122,-0.0366,0.9316,3.1128,3.3569,-0.061
141.63,0.0142,-0.0293,0.918,2.7466,1.5869,0.061
141.635,0.0151,-0.0225,0.9053,1.8311,-0.2441,0.061
141.64,0.0156,-0.0195,0.9102,1.0376,-1.8311,-0.061
141.645,0.0117,-0.0205,0.9155,0,-3.2959,-0.1221
141.65,0.0137,-0.0166,0.9272,-0.5493,-5.188,-0.1221
141.655,0.0161,-0.0195,0.9365,-1.2817,-6.3477,0.061
141.66,0.0186,-0.0166,0.9517,-2.1973,-6.4087,0.3052
141.665,0.0215,-0.0161,0.9614,-2.8687,-6.4087,0.3662
141.67,0.0269,-0.0132,0.9683,-3.479,-6.4087,0.4883
141.675,0.0288,-0.021,0.9731,-4.0283,-5.4321,0.5493
141.68,0.0322,-0.0225,0.9834,-4.2725,-4.2725,0.6714
141.685,0.0352,-0.0254,0.9912,-4.7607,-2.7466,0.8545
141.69,0.0425,-0.0234,0.999,-5.0659,-1.3428,0.7324
141.695,0.0474,-0.0254,0.9985,-5.249,0.4272,0.6104
141.7,0.0527,-0.0229,0.9893,-5.4932,1.6479,0.2441
141.705,0.0527,-0.0195,0.9766,-5.6152,2.6855,0
141.71,0.0557,-0.0195,0.9688,-5.9814,2.9297,-0.3052
141.715,0.0552,-0.0264,0.9619,-6.2866,2.8076,-1.1597
141.72,0.0557,-0.0269,0.958,-6.7139,2.5635,-1.6479
141.725,0.0537,-0.0215,0.9546,-7.1411,1.2207,-2.5635
141.73,0.0537,-0.0195,0.9604,-7.5684,0.4883,-3.418
141.735,0.0488,-0.0239,0.9697,-8.1177,-0.1831,-4.2114
141.74,0.0439,-0.0337,0.9849,-8.3618,-0.6714,-4.8218
141.745,0.0391,-0.042,1.0039,-8.8501,-0.3662,-5.3711
141.75,0.0322,-0.0537,1.019,-9.2773,0.1221,-5.6763
141.755,0.021,-0.0679,1.0273,-9.6436,1.1597,-5.5542
141.76,0.0132,-0.0615,1.0273,-9.8877,2.3193,-5.4932
141.765,0.0098,-0.0513,1.0249,-10.6201,3.9673,-5.0659
141.77,0.0024,-0.0435,1.022,-11.2915,5.0659,-4.5166
141.775,0.0039,-0.0479,1.0146,-11.7798,5.8594,-3.7842
141.78,0.0005,-0.0439,1.0054,-12.4512,5.8594,-3.418
141.785,0.0054,-0.0444,1.0005,-12.6343,5.188,-2.9907
141.79,0.0083,-0.0498,0.9956,-12.4512,4.3335,-2.7466
141.795,0.0107,-0.0508,1.0015,-12.085,2.9907,-2.8076
141.8,0.0146,-0.0503,1.0117,-11.4746,1.8311,-2.9907
141.805,0.0171,-0.0469,1.0269,-11.0474,0.7935,-3.3569
141.81,0.0142,-0.0479,1.0356,-10.0098,-0.061,-3.418
141.815,0.0142,-0.0464,1.04,-9.2163,-0.4272,-3.479
141.82,0.0127,-0.0503,1.0415,-8.2397,-0.6714,-3.7842
141.825,0.0068,-0.0522,1.0396,-7.0801,-0.8545,-4.0283
141.83,0.0034,-0.0503,1.0396,-6.0425,-1.2207,-4.0283
141.835,0.0005,-0.0493,1.0381,-5.0659,-1.5259,-4.0283
141.84,-0.0024,-0.0483,1.0313,-4.2725,-1.6479,-3.8452
141.845,-0.002,-0.0522,1.0313,-3.479,-2.0752,-3.479
141.85,-0.0039,-0.0532,1.0234,-2.6855,-2.6855,-3.3569
141.855,-0.0015,-0.061,1.019,-2.0142,-3.3569,-3.418
141.86,0,-0.0654,1.0078,-1.5259,-4.3335,-3.479
141.865,0.002,-0.0688,1.0112,-1.2817,-4.8828,-3.6011
141.87,0,-0.0649,1.0127,-1.1597,-5.4321,-3.7231
141.875,-0.0005,-0.0615,1.0195,-1.2207,-5.4932,-3.7231
141.88,-0.0005,-0.0562,1.0376,-1.6479,-4.7607,-3.7231
141.885,-0.002,-0.0571,1.043,-2.1362,-3.418,-3.418
141.89,-0.0049,-0.0679,1.0405,-2.4414,-2.2583,-3.2349
141.895,-0.002,-0.0674,1.0371,-2.7466,-0.6714,-2.8076
141.9,-0.0034,-0.063,1.0313,-2.9297,0.7324,-2.3804
141.905,-0.0088,-0.0645,1.0186,-3.1128,1.9531,-2.0752
141.91,-0.0093,-0.0635,1.0073,-3.418,2.3804,-1.5869
141.915,-0.0146,-0.0679,0.9912,-3.3569,2.4414,-1.0376
141.92,-0.0122,-0.0693,0.9775,-3.9673,2.4414,-0.4883
141.925,-0.0137,-0.0688,0.9634,-4.0894,0.7935,0
141.93,-0.0151,-0.0659,0.9541,-3.9063,-0.4272,0.1221
141.935,-0.0132,-0.0654,0.9487,-3.6011,-2.4414,0.3662
141.94,-0.0127,-0.0615,0.9395,-3.2349,-4.6997,0.7324
141.945,-0.0073,-0.0571,0.9448,-3.2959,-6.7749,1.2207
141.95,0.0044,-0.0532,0.9585,-2.8076,-8.606,1.2817
141.955,0.0093,-0.062,0.9683,-2.9297,-9.6436,1.2207
141.96,0.0146,-0.0708,0.9878,-2.5635,-9.7046,1.0376
141.965,0.022,-0.0728,1.0073,-2.3193,-8.9111,0.6104
141.97,0.0249,-0.0693,1.0283,-2.0142,-7.1411,0.5493
141.975,0.0293,-0.0635,1.0386,-2.2583,-4.4556,0.5493
141.98,0.0332,-0.0605,1.0361,-2.5635,-1.2817,0.8545
141.985,0.0371,-0.0566,1.022,-2.9297,1.6479,1.2207
141.99,0.0415,-0.0605,0.999,-3.7842,4.2725,1.5869
141.995,0.041,-0.0635,0.9736,-4.5166,5.7983,1.3428
142,0.0405,-0.0537,0.9443,-5.249,6.2866,1.77
142.005,0.042,-0.0444,0.9268,-6.7139,6.1035,2.0752
142.01,0.0479,-0.0366,0.9106,-8.1787,4.8218,2.3804
142.015,0.0547,-0.0293,0.9058,-9.9487,2.6245,2.4414
142.02,0.0605,-0.0249,0.9097,-11.7188,0.4883,2.2583
142.025,0.0674,-0.0234,0.9297,-13.4277,-1.709,1.77
142.03,0.0771,-0.0166,0.9702,-15.0146,-3.1128,1.2817
142.035,0.0898,-0.0068,1.0195,-16.7236,-3.7231,0.4272
142.04,0.0977,-0.0015,1.0781,-18.9209,-3.1128,-0.4272
142.045,0.1055,-0.0049,1.1284,-20.3857,-1.2817,-1.1597
142.05,0.1094,-0.0107,1.1787,-22.0337,1.5259,-2.1362
142.055,0.1206,-0.0107,1.2314,-23.6206,5.7373,-3.6011
142.06,0.1274,-0.0127,1.2876,-25.1465,11.9629,-4.7607
142.065,0.1333,-0.0127,1.3467,-26.9165,18.8599,-6.2866
142.07,0.1357,-0.02,1.4067,-28.4424,26.001,-7.5073
142.075,0.1289,-0.0186,1.4482,-29.6021,34.3018,-8.4839
142.08,0.123,0.0024,1.459,-30.9448,42.1143,-9.3994
142.085,0.1133,0.0088,1.4692,-30.9448,47.7905,-9.7046
142.09,0.1001,0.0239,1.4766,-34.9731,52.3071,-10.437
142.095,0.0815,0.0762,1.4771,-36.8652,53.4058,-10.437
142.1,0.0596,0.0303,1.5093,-38.269,51.2085,-11.7188
142.105,0.0273,0.0229,1.5483,-36.8042,45.7153,-13.3667
142.11,0.0054,0.0088,1.6304,-33.6304,36.9263,-15.3198
142.115,-0.0122,-0.0117,1.7461,-27.771,27.0386,-17.334
142.12,-0.0342,-0.0483,1.8848,-19.5923,17.7002,-19.104
142.125,-0.0508,-0.0889,2.0313,-9.7656,9.2773,-20.5078
142.13,-0.0879,-0.3105,2.0659,12.6953,2.2583,-20.874
142.135,-0.0693,-0.2056,2.2417,15.0146,-9.6436,-21.3623
142.14,-0.1221,-0.1396,2.3193,34.2407,-7.9956,-19.4702
142.145,-0.1724,-0.1504,2.3242,47.7905,-9.0332,-16.3574
142.15,-0.2134,-0.1523,2.3232,61.7676,-12.2681,-11.9019
142.155,-0.2168,0.0254,2.1992,61.0962,-20.4468,-9.0332
142.16,-0.2935,-0.0547,2.2075,79.895,-8.667,3.7231
142.165,-0.3154,-0.1406,2.0845,83.8623,-11.3525,12.9395
142.17,-0.3589,-0.0688,1.9248,89.0503,-22.9492,22.2778
142.175,-0.3452,0.0327,1.7983,91.6748,-30.3955,34.1187
142.18,-0.3394,0.0889,1.6772,90.5762,-37.2925,45.6543
142.185,-0.3521,0.1245,1.5605,88.562,-52.124,56.4575
142.19,-0.3174,0.1577,1.5044,87.2192,-71.2891,66.4673
142.195,-0.2603,0.1821,1.4873,84.4727,-87.4634,75.4395
142.2,-0.21,0.2056,1.4766,81.0547,-102.417,83.374
142.205,-0.1431,0.2397,1.5049,78.0029,-118.8354,89.3555
142.21,-0.0625,0.2715,1.5688,75.0122,-132.019,93.5669
142.215,0.0103,0.2837,1.6274,72.2046,-141.0522,95.8862
142.22,0.063,0.2891,1.6748,69.6411,-147.583,96.6187
142.225,0.1128,0.3008,1.7305,67.1387,-151.2451,96.4355
142.23,0.1636,0.3154,1.7939,64.7583,-151.001,95.3979
142.235,0.1978,0.3247,1.8364,62.561,-148.0103,93.8721
142.24,0.2251,0.3169,1.8608,61.0962,-143.4937,91.9189
142.245,0.25,0.3062,1.8682,60.4248,-138.0615,89.8438
142.25,0.2695,0.2905,1.8516,59.9365,-130.9814,87.5244
142.255,0.2788,0.2842,1.814,59.9976,-125.1221,85.3882
142.26,0.2939,0.2861,1.7715,60.4248,-120.3613,83.374
142.265,0.3076,0.2891,1.728,60.73,-115.6616,81.2378
142.27,0.3218,0.2935,1.6855,62.0728,-111.8164,79.0405
142.275,0.3423,0.3115,1.6567,62.1948,-108.6426,76.5381
142.28,0.3667,0.3174,1.6328,62.8662,-105.1025,73.3643
142.285,0.3872,0.3232,1.6182,63.1104,-100.708,69.5801
142.29,0.4136,0.3394,1.6221,63.5986,-95.1538,65.7349
142.295,0.4404,0.3511,1.6221,64.6362,-89.0503,61.2793
142.3,0.4639,0.3643,1.6123,65.7959,-82.2144,56.2744
142.305,0.4824,0.3794,1.584,67.1997,-74.7681,50.7202
142.31,0.4941,0.3877,1.5381,67.9321,-67.1997,44.6777
142.315,0.4985,0.3901,1.481,68.4204,-59.9365,37.8418
142.32,0.5093,0.2441,1.4146,67.1997,-52.9785,21.5454
142.325,0.437,0.3442,1.3071,67.8101,-48.5229,23.8647
142.33,0.478,0.3657,1.2427,65.8569,-46.1426,16.7236
142.335,0.4731,0.4404,1.1401,63.1714,-41.626,7.9956
142.34,0.4258,0.4219,1.0415,59.082,-42.4194,1.9531
142.345,0.4185,0.4336,0.9756,54.8706,-41.5039,-4.6387
142.35,0.394,0.4331,0.9224,47.6685,-39.7949,-10.0708
142.355,0.3682,0.4004,0.8926,41.0767,-36.0718,-14.0991
142.36,0.3467,0.3843,0.8975,33.2031,-31.311,-16.4185
142.365,0.334,0.3833,0.9326,25.5737,-24.1699,-18.0054
142.37,0.334,0.3774,0.9785,19.165,-14.4653,-18.9209
142.375,0.333,0.3604,1.0044,13.855,-3.0518,-20.3247
142.38,0.3296,0.3354,1.0005,9.5825,8.3008,-22.2168
142.385,0.3232,0.314,0.9707,5.7983,19.4702,-24.5361
142.39,0.3062,0.2954,0.9194,2.4414,29.9683,-27.2827
142.395,0.29,0.2749,0.855,-0.3052,37.2314,-30.2124
142.4,0.2744,0.2534,0.7876,-2.5635,42.0532,-33.6304
142.405,0.252,0.229,0.7227,-4.2725,44.6777,-37.4146
142.41,0.2202,0.2051,0.6538,-5.3711,44.6167,-41.0767
142.415,0.1934,0.1685,0.5933,-6.4697,43.1519,-44.1284
142.42,0.1655,0.1289,0.5439,-7.5684,39.6729,-46.5698
142.425,0.1372,0.0898,0.4976,-8.606,34.729,-48.1567
142.43,0.1133,0.0435,0.459,-9.7046,28.8086,-49.4385
142.435,0.0889,0.0083,0.4355,-10.437,22.522,-49.1333
142.44,0.0825,-0.0376,0.4238,-11.1694,15.8691,-48.3398
142.445,0.0732,-0.0801,0.4199,-11.8408,9.0332,-47.5464
142.45,0.0293,-0.1196,0.3809,-11.1084,7.019,-46.9971
142.455,0.0952,-0.104,0.4082,-12.207,-2.1362,-45.4102
142.46,0.0703,-0.1675,0.3901,-10.6812,-10.1929,-43.1519
142.465,0.1489,-0.2393,0.3936,-12.207,-17.5781,-39.4287
142.47,0.0996,-0.2554,0.3779,-9.6436,-20.752,-44.4336
142.475,0.0952,-0.2959,0.3447,-9.2163,-30.0293,-45.4712
142.48,0.0957,-0.2974,0.3345,-7.019,-38.5742,-46.6919
142.485,0.1123,-0.3311,0.3647,-5.7983,-44.6777,-47.0581
142.49,0.1113,-0.3491,0.3862,-4.7607,-47.7295,-47.5464
142.495,0.1177,-0.3735,0.394,-2.1973,-53.1006,-48.7671
142.5,0.1206,-0.3774,0.3979,0.8545,-59.5093,-50.5371
142.505,0.1284,-0.3701,0.4028,4.9438,-64.3311,-52.2461
142.51,0.1279,-0.3696,0.3818,8.4229,-67.8101,-54.6265
142.515,0.1289,-0.3613,0.3643,11.1694,-71.5332,-57.1289
142.52,0.1362,-0.3379,0.3638,13.3667,-75.6836,-58.96
142.525,0.1548,-0.3267,0.3813,14.8926,-78.8574,-61.8896
142.53,0.167,-0.3018,0.3999,16.7847,-81.2378,-65.1855
142.535,0.189,-0.2935,0.4243,19.2261,-83.4961,-69.2749
142.54,0.1963,-0.2993,0.4556,21.6675,-84.4727,-74.2798
142.545,0.189,-0.3042,0.478,23.3765,-85.5713,-80.8105
142.55,0.1836,-0.3174,0.5151,25.5737,-86.1206,-85.9375
142.555,0.1895,-0.3369,0.5723,28.3813,-84.2285,-90.4541
142.56,0.1729,-0.3369,0.6191,31.311,-78.6133,-93.5059
142.565,0.1484,-0.3433,0.6421,34.8511,-71.8994,-95.2759
142.57,0.1211,-0.332,0.6436,38.8794,-66.4063,-96.1304
142.575,0.106,-0.3101,0.6436,42.4194,-60.4248,-96.1304
142.58,0.0952,-0.2754,0.6387,45.4712,-52.063,-94.7876
142.585,0.0786,-0.2417,0.6152,47.9736,-43.7012,-92.6514
142.59,0.0615,-0.209,0.5815,50.5981,-37.4756,-90.271
142.595,0.0576,-0.1895,0.5459,53.5278,-33.4473,-87.7075
142.6,0.0508,-0.1743,0.4897,55.603,-30.7617,-85.3271
142.605,0.0464,-0.1602,0.4316,57.312,-29.4189,-83.1299
142.61,0.0356,-0.1489,0.3774,57.8613,-29.9072,-80.8716
142.615,0.0308,-0.1299,0.3418,57.9224,-32.1655,-78.4302
142.62,0.0244,-0.1167,0.3247,57.8003,-35.7666,-76.1108
142.625,0.0229,-0.1035,0.3179,57.6172,-39.978,-74.4019
142.63,0.019,-0.084,0.3271,57.0679,-44.1284,-72.3267
142.635,0.0166,-0.0747,0.3569,56.3354,-46.814,-69.6411
142.64,0.0078,-0.0747,0.3984,55.542,-47.7295,-66.3452
142.645,0,-0.0942,0.4424,55.7251,-47.5464,-62.1338
142.65,-0.0103,-0.1133,0.481,56.2134,-45.7153,-56.8237
142.655,-0.0176,-0.1401,0.5083,57.0679,-42.9688,-50.9644
142.66,-0.0264,-0.1475,0.5054,57.6782,-38.0249,-43.7622
142.665,-0.0288,-0.126,0.5054,57.1899,-31.6772,-35.8276
142.67,-0.0254,-0.0757,0.4902,55.1147,-24.8413,-26.9165
142.675,-0.0137,-0.0322,0.4741,51.6968,-17.0898,-17.8833
142.68,0.0034,-0.0088,0.4521,47.6074,-10.1318,-9.2773
142.685,0.0234,0.0142,0.4268,43.0298,-3.3569,-0.9155
142.69,0.0479,0.0425,0.3882,38.0249,2.0142,6.4697
142.695,0.0781,0.0732,0.3467,32.8369,5.3101,12.8174
142.7,0.1099,0.103,0.3101,26.9165,6.897,18.6768
142.705,0.1445,0.1357,0.2861,20.9961,5.9814,22.8882
142.71,0.1772,0.1665,0.2773,15.3809,3.418,25.7568
142.715,0.2109,0.186,0.2949,9.9487,-0.4272,26.9165
142.72,0.2441,0.1924,0.3394,5.5542,-3.3569,27.0996
142.725,0.2681,0.1948,0.395,1.5869,-5.4321,27.0386
142.73,0.2905,0.1992,0.4546,-1.1597,-7.2021,26.6724
142.735,0.314,0.2021,0.5156,-2.9907,-8.1787,25.9399
142.74,0.3296,0.208,0.5522,-3.54,-8.3008,25.3906
142.745,0.3408,0.208,0.5693,-3.8452,-8.0566,24.5972
142.75,0.3384,0.2114,0.5601,-4.4556,-8.1787,24.292
142.755,0.3398,0.2192,0.5571,-5.4321,-9.0332,24.353
142.76,0.3418,0.2275,0.5474,-7.1411,-10.3149,25.3296
142.765,0.3496,0.2373,0.5493,-9.3384,-12.5732,26.4282
142.77,0.3604,0.2373,0.5571,-11.7188,-15.0146,27.4658
142.775,0.3696,0.2354,0.5757,-13.6108,-17.8833,28.3203
142.78,0.3804,0.2446,0.5986,-15.1367,-20.9961,28.6255
142.785,0.3926,0.2559,0.6294,-16.6626,-23.3765,28.5645
142.79,0.4058,0.2754,0.6641,-17.7002,-25.0854,28.1982
142.795,0.4175,0.2998,0.6924,-18.7988,-26.4282,27.5879
142.8,0.4297,0.3193,0.7261,-19.6533,-27.771,26.3672
142.805,0.4429,0.3237,0.7612,-20.3857,-28.6255,24.8413
142.81,0.457,0.3291,0.8022,-20.874,-28.5034,22.7661
142.815,0.4707,0.3252,0.8467,-20.874,-27.8931,20.9961
142.82,0.4844,0.3257,0.8945,-19.6533,-27.0996,18.8599
142.825,0.4995,0.3203,0.9424,-17.8833,-26.062,16.6016
142.83,0.5063,0.3115,0.9873,-15.564,-23.1323,14.3433
142.835,0.5059,0.292,1.0225,-13.3057,-19.4092,12.6953
142.84,0.5073,0.2725,1.0469,-10.7422,-15.1978,11.8408
142.845,0.5098,0.2612,1.0522,-7.4463,-11.7798,11.0474
142.85,0.5093,0.2676,1.0298,-4.2725,-9.1553,10.1318
142.855,0.5049,0.2842,1,-1.6479,-7.5073,8.7891
142.86,0.498,0.3218,0.9683,0,-6.5918,7.3242
142.865,0.4902,0.3584,0.9619,0.9155,-5.9204,6.3477
142.87,0.481,0.3696,0.9717,1.77,-5.9204,5.188
142.875,0.4731,0.374,0.9912,3.418,-6.2866,4.2725
142.88,0.4663,0.3604,1.0093,5.127,-6.8359,3.479
142.885,0.46,0.3398,1.0308,7.5073,-6.7139,2.9907
142.89,0.4521,0.3213,1.0396,10.1929,-5.8594,2.4414
142.895,0.4463,0.3159,1.0503,13.0005,-5.0659,2.4414
142.9,0.4492,0.3154,1.0552,15.8691,-4.5166,2.5635
142.905,0.4492,0.3149,1.0542,18.6157,-3.9063,2.5024
142.91,0.4478,0.2871,1.0425,21.7285,-3.6621,2.6855
142.915,0.4434,0.2603,1.0376,24.6582,-2.7466,3.418
142.92,0.4395,0.2412,1.0161,27.2827,-2.1973,4.3945
142.925,0.4351,0.2417,0.9868,29.4189,-2.6245,5.4321
142.93,0.439,0.2529,0.9556,30.7007,-3.1128,6.5918
142.935,0.4385,0.2627,0.9194,31.0059,-3.0518,7.4463
142.94,0.4351,0.2773,0.8882,30.1514,-2.9297,8.1787
142.945,0.4302,0.3013,0.8721,28.6865,-2.9907,8.9722
142.95,0.4297,0.3232,0.8584,26.5503,-3.2959,9.5825
142.955,0.4365,0.3447,0.854,24.7192,-3.7231,10.1929
142.96,0.4453,0.3662,0.8579,22.8271,-4.0894,10.1929
142.965,0.4565,0.3721,0.8604,21.5454,-4.7607,9.4604
142.97,0.458,0.3809,0.8706,20.4468,-5.3711,8.0566
142.975,0.4639,0.3809,0.9111,20.1416,-5.249,6.3477
142.98,0.4663,0.3623,0.957,20.2637,-3.2959,4.4556
142.985,0.4526,0.3301,0.9858,21.5454,-0.8545,3.0518
142.99,0.4507,0.3042,1.0117,23.0103,1.77,1.8311
142.995,0.4399,0.2861,1.0073,25.0854,5.7983,1.4648
143,0.437,0.2656,0.9946,26.3672,8.9111,1.2207
143.005,0.4238,0.2388,0.9731,27.4658,13.1836,1.0986
143.01,0.4092,0.2168,0.9468,28.0762,15.8691,1.4038
143.015,0.3945,0.2129,0.9243,28.6255,18.3716,2.3804
143.02,0.3765,0.1968,0.894,28.8086,21.1792,4.4556
143.025,0.374,0.2051,0.853,27.8931,21.8506,7.5684
143.03,0.3745,0.2241,0.8447,27.3438,23.2544,10.5591
143.035,0.3667,0.2412,0.7832,26.1841,23.6816,13.6719
143.04,0.3784,0.2339,0.7583,24.7192,21.9116,16.5405
143.045,0.3979,0.2358,0.731,22.8882,20.0806,19.5923
143.05,0.4067,0.2607,0.6665,22.3389,15.1978,23.2544
143.055,0.4497,0.2651,0.6436,21.9727,7.7515,26.3062
143.06,0.499,0.272,0.646,20.752,2.0142,28.8696
143.065,0.5454,0.2808,0.6519,20.2026,-2.9907,31.0669
143.07,0.5981,0.2642,0.6841,20.6299,-9.2163,33.1421
143.075,0.6582,0.2368,0.7158,21.5454,-14.2212,35.2783
143.08,0.7363,0.2129,0.7524,22.644,-16.9678,36.9263
143.085,0.8105,0.2104,0.771,23.8647,-16.9067,38.3301
143.09,0.8877,0.2012,0.7905,25.1465,-14.7705,39.1235
143.095,0.959,0.1763,0.7852,26.4893,-12.3291,39.1846
143.1,1.0269,0.1592,0.7568,27.5879,-9.2773,39.1846
143.105,1.0981,0.1499,0.7173,27.8931,-5.127,38.7573
143.11,1.1675,0.1553,0.6694,26.7334,-0.1831,38.147
143.115,1.2344,0.1826,0.6299,24.353,4.9438,37.2925
143.12,1.2983,0.2163,0.5967,21.1182,10.3149,36.0107
143.125,1.3633,0.2305,0.5557,17.2119,15.5029,34.3628
143.13,1.4312,0.2393,0.5142,12.3291,19.8364,32.1655
143.135,1.4004,0.2002,0.5239,3.3569,33.7524,29.9072
143.14,1.5859,0.2471,0.4453,0.4883,30.3955,25.2075
143.145,1.603,0.2817,0.3354,-2.5024,23.6816,17.2729
143.15,1.7085,0.3184,0.3394,-5.0049,14.4043,9.5825
143.155,1.7993,0.3271,0.3506,-9.7046,15.564,-0.9766
143.16,1.7896,0.3315,0.334,-13.855,14.8926,-12.8174
143.165,1.8208,0.3311,0.3281,-14.7705,6.2256,-25.0854
143.17,1.8462,0.3179,0.3511,-13.916,-5.8594,-39.2456
143.175,1.8931,0.3091,0.4038,-13.4888,-12.6343,-52.8564
143.18,1.9092,0.3047,0.4331,-14.5874,-12.7563,-66.9556
143.185,1.896,0.3135,0.4307,-15.9302,-12.2681,-81.1768
143.19,1.8672,0.3179,0.4375,-16.9067,-14.9536,-95.0317
143.195,1.8506,0.2852,0.4614,-18.3716,-16.7847,-108.3374
143.2,1.8213,0.2568,0.4761,-20.752,-15.8691,-120.7886
143.205,1.7842,0.2397,0.4775,-22.9492,-13.1836,-132.5073
143.21,1.7378,0.2217,0.4565,-25.4517,-13.6108,-143.4326
143.215,1.7007,0.1846,0.4634,-27.8931,-15.564,-154.0527
143.22,1.6587,0.1519,0.4702,-29.9072,-17.0288,-164.1846
143.225,1.6104,0.1133,0.4941,-31.311,-18.4326,-174.0112
143.23,1.5513,0.0801,0.519,-32.0435,-20.3857,-183.3496
143.235,1.4878,0.0479,0.5488,-32.1655,-22.644,-191.9556
143.24,1.4238,0.0332,0.5903,-31.7993,-25.5737,-200.1953
143.245,1.3623,0.0098,0.6479,-30.9448,-26.9775,-207.8857
143.25,1.2949,-0.0132,0.7095,-29.9072,-26.3672,-215.271
